file_path,label
D:\ISL_CSLRT_Corpus\Frames_Sentence_Level\are you free today\2\Thumbs.db,are you free today
D:\ISL_CSLRT_Corpus\Frames_Sentence_Level\are you free today\3\free 01.jpg,are you free today
D:\ISL_CSLRT_Corpus\Frames_Sentence_Level\are you free today\3\free 02.jpg,are you free today
D:\ISL_CSLRT_Corpus\Frames_Sentence_Level\are you free today\3\free 03.jpg,are you free today
D:\ISL_CSLRT_Corpus\Frames_Sentence_Level\are you free today\3\free 04.jpg,are you free today
D:\ISL_CSLRT_Corpus\Frames_Sentence_Level\are you free today\3\free 05.jpg,are you free today
D:\ISL_CSLRT_Corpus\Frames_Sentence_Level\are you free today\3\free 06.jpg,are you free today
D:\ISL_CSLRT_Corpus\Frames_Sentence_Level\are you free today\3\free 07.jpg,are you free today
D:\ISL_CSLRT_Corpus\Frames_Sentence_Level\are you free today\3\free 08.jpg,are you free today
D:\ISL_CSLRT_Corpus\Frames_Sentence_Level\are you free today\3\free 09.jpg,are you free today
D:\ISL_CSLRT_Corpus\Frames_Sentence_Level\are you free today\3\free 10.jpg,are you free today
D:\ISL_CSLRT_Corpus\Frames_Sentence_Level\are you free today\3\free 11.jpg,are you free today
D:\ISL_CSLRT_Corpus\Frames_Sentence_Level\are you free today\3\free 12.jpg,are you free today
D:\ISL_CSLRT_Corpus\Frames_Sentence_Level\are you free today\3\free 13.jpg,are you free today
D:\ISL_CSLRT_Corpus\Frames_Sentence_Level\are you free today\3\free 14.jpg,are you free today
D:\ISL_CSLRT_Corpus\Frames_Sentence_Level\are you free today\3\free 15.jpg,are you free today
D:\ISL_CSLRT_Corpus\Frames_Sentence_Level\are you free today\3\free 16.jpg,are you free today
D:\ISL_CSLRT_Corpus\Frames_Sentence_Level\are you free today\3\free 17.jpg,are you free today
D:\ISL_CSLRT_Corpus\Frames_Sentence_Level\are you free today\3\free 18.jpg,are you free today
D:\ISL_CSLRT_Corpus\Frames_Sentence_Level\are you free today\3\free 19.jpg,are you free today
D:\ISL_CSLRT_Corpus\Frames_Sentence_Level\are you free today\3\free 20.jpg,are you free today
D:\ISL_CSLRT_Corpus\Frames_Sentence_Level\are you free today\3\free 21.jpg,are you free today
D:\ISL_CSLRT_Corpus\Frames_Sentence_Level\are you free today\3\free 22.jpg,are you free today
D:\ISL_CSLRT_Corpus\Frames_Sentence_Level\are you free today\3\free 23.jpg,are you free today
D:\ISL_CSLRT_Corpus\Frames_Sentence_Level\are you free today\3\free 24.jpg,are you free today
D:\ISL_CSLRT_Corpus\Frames_Sentence_Level\are you free today\3\free 25.jpg,are you free today
D:\ISL_CSLRT_Corpus\Frames_Sentence_Level\are you free today\3\free 26.jpg,are you free today
D:\ISL_CSLRT_Corpus\Frames_Sentence_Level\are you free today\3\free 27.jpg,are you free today
D:\ISL_CSLRT_Corpus\Frames_Sentence_Level\are you free today\3\free 28.jpg,are you free today
D:\ISL_CSLRT_Corpus\Frames_Sentence_Level\are you free today\3\free 29.jpg,are you free today
D:\ISL_CSLRT_Corpus\Frames_Sentence_Level\are you free today\3\free 30.jpg,are you free today
D:\ISL_CSLRT_Corpus\Frames_Sentence_Level\are you free today\3\free 31.jpg,are you free today
D:\ISL_CSLRT_Corpus\Frames_Sentence_Level\are you free today\3\free 32.jpg,are you free today
D:\ISL_CSLRT_Corpus\Frames_Sentence_Level\are you free today\3\free 33.jpg,are you free today
D:\ISL_CSLRT_Corpus\Frames_Sentence_Level\are you free today\3\free 34.jpg,are you free today
D:\ISL_CSLRT_Corpus\Frames_Sentence_Level\are you free today\3\free 35.jpg,are you free today
D:\ISL_CSLRT_Corpus\Frames_Sentence_Level\are you free today\3\free 36.jpg,are you free today
D:\ISL_CSLRT_Corpus\Frames_Sentence_Level\are you free today\3\free 37.jpg,are you free today
D:\ISL_CSLRT_Corpus\Frames_Sentence_Level\are you free today\3\free 38.jpg,are you free today
D:\ISL_CSLRT_Corpus\Frames_Sentence_Level\are you free today\3\free 39.jpg,are you free today
D:\ISL_CSLRT_Corpus\Frames_Sentence_Level\are you free today\3\free 40.jpg,are you free today
D:\ISL_CSLRT_Corpus\Frames_Sentence_Level\are you free today\3\free 41.jpg,are you free today
D:\ISL_CSLRT_Corpus\Frames_Sentence_Level\are you free today\3\free 42.jpg,are you free today
D:\ISL_CSLRT_Corpus\Frames_Sentence_Level\are you free today\3\Thumbs.db,are you free today
D:\ISL_CSLRT_Corpus\Frames_Sentence_Level\are you free today\4\free (2) 01.jpg,are you free today
D:\ISL_CSLRT_Corpus\Frames_Sentence_Level\are you free today\4\free (2) 02.jpg,are you free today
D:\ISL_CSLRT_Corpus\Frames_Sentence_Level\are you free today\4\free (2) 03.jpg,are you free today
D:\ISL_CSLRT_Corpus\Frames_Sentence_Level\are you free today\4\free (2) 04.jpg,are you free today
D:\ISL_CSLRT_Corpus\Frames_Sentence_Level\are you free today\4\free (2) 05.jpg,are you free today
D:\ISL_CSLRT_Corpus\Frames_Sentence_Level\are you free today\4\free (2) 06.jpg,are you free today
D:\ISL_CSLRT_Corpus\Frames_Sentence_Level\are you free today\4\free (2) 07.jpg,are you free today
D:\ISL_CSLRT_Corpus\Frames_Sentence_Level\are you free today\4\free (2) 08.jpg,are you free today
D:\ISL_CSLRT_Corpus\Frames_Sentence_Level\are you free today\4\free (2) 09.jpg,are you free today
D:\ISL_CSLRT_Corpus\Frames_Sentence_Level\are you free today\4\free (2) 10.jpg,are you free today
D:\ISL_CSLRT_Corpus\Frames_Sentence_Level\are you free today\4\free (2) 11.jpg,are you free today
D:\ISL_CSLRT_Corpus\Frames_Sentence_Level\are you free today\4\free (2) 12.jpg,are you free today
D:\ISL_CSLRT_Corpus\Frames_Sentence_Level\are you free today\4\free (2) 13.jpg,are you free today
D:\ISL_CSLRT_Corpus\Frames_Sentence_Level\are you free today\4\free (2) 14.jpg,are you free today
D:\ISL_CSLRT_Corpus\Frames_Sentence_Level\are you free today\4\free (2) 15.jpg,are you free today
D:\ISL_CSLRT_Corpus\Frames_Sentence_Level\are you free today\4\free (2) 16.jpg,are you free today
D:\ISL_CSLRT_Corpus\Frames_Sentence_Level\are you free today\4\free (2) 17.jpg,are you free today
D:\ISL_CSLRT_Corpus\Frames_Sentence_Level\are you free today\4\free (2) 18.jpg,are you free today
D:\ISL_CSLRT_Corpus\Frames_Sentence_Level\are you free today\4\free (2) 19.jpg,are you free today
D:\ISL_CSLRT_Corpus\Frames_Sentence_Level\are you free today\4\free (2) 20.jpg,are you free today
D:\ISL_CSLRT_Corpus\Frames_Sentence_Level\are you free today\4\free (2) 21.jpg,are you free today
D:\ISL_CSLRT_Corpus\Frames_Sentence_Level\are you free today\4\free (2) 22.jpg,are you free today
D:\ISL_CSLRT_Corpus\Frames_Sentence_Level\are you free today\4\free (2) 23.jpg,are you free today
D:\ISL_CSLRT_Corpus\Frames_Sentence_Level\are you free today\4\free (2) 24.jpg,are you free today
D:\ISL_CSLRT_Corpus\Frames_Sentence_Level\are you free today\4\free (2) 25.jpg,are you free today
D:\ISL_CSLRT_Corpus\Frames_Sentence_Level\are you free today\4\free (2) 26.jpg,are you free today
D:\ISL_CSLRT_Corpus\Frames_Sentence_Level\are you free today\4\free (2) 27.jpg,are you free today
D:\ISL_CSLRT_Corpus\Frames_Sentence_Level\are you free today\4\free (2) 28.jpg,are you free today
D:\ISL_CSLRT_Corpus\Frames_Sentence_Level\are you free today\4\free (2) 29.jpg,are you free today
D:\ISL_CSLRT_Corpus\Frames_Sentence_Level\are you free today\4\free (2) 30.jpg,are you free today
D:\ISL_CSLRT_Corpus\Frames_Sentence_Level\are you free today\4\free (2) 31.jpg,are you free today
D:\ISL_CSLRT_Corpus\Frames_Sentence_Level\are you free today\4\free (2) 32.jpg,are you free today
D:\ISL_CSLRT_Corpus\Frames_Sentence_Level\are you free today\4\Thumbs.db,are you free today
D:\ISL_CSLRT_Corpus\Frames_Sentence_Level\are you free today\5\free (3) 01.jpg,are you free today
D:\ISL_CSLRT_Corpus\Frames_Sentence_Level\are you free today\5\free (3) 02.jpg,are you free today
D:\ISL_CSLRT_Corpus\Frames_Sentence_Level\are you free today\5\free (3) 03.jpg,are you free today
D:\ISL_CSLRT_Corpus\Frames_Sentence_Level\are you free today\5\free (3) 04.jpg,are you free today
D:\ISL_CSLRT_Corpus\Frames_Sentence_Level\are you free today\5\free (3) 05.jpg,are you free today
D:\ISL_CSLRT_Corpus\Frames_Sentence_Level\are you free today\5\free (3) 06.jpg,are you free today
D:\ISL_CSLRT_Corpus\Frames_Sentence_Level\are you free today\5\free (3) 07.jpg,are you free today
D:\ISL_CSLRT_Corpus\Frames_Sentence_Level\are you free today\5\free (3) 08.jpg,are you free today
D:\ISL_CSLRT_Corpus\Frames_Sentence_Level\are you free today\5\free (3) 09.jpg,are you free today
D:\ISL_CSLRT_Corpus\Frames_Sentence_Level\are you free today\5\free (3) 10.jpg,are you free today
D:\ISL_CSLRT_Corpus\Frames_Sentence_Level\are you free today\5\free (3) 11.jpg,are you free today
D:\ISL_CSLRT_Corpus\Frames_Sentence_Level\are you free today\5\free (3) 12.jpg,are you free today
D:\ISL_CSLRT_Corpus\Frames_Sentence_Level\are you free today\5\free (3) 13.jpg,are you free today
D:\ISL_CSLRT_Corpus\Frames_Sentence_Level\are you free today\5\free (3) 14.jpg,are you free today
D:\ISL_CSLRT_Corpus\Frames_Sentence_Level\are you free today\5\free (3) 15.jpg,are you free today
D:\ISL_CSLRT_Corpus\Frames_Sentence_Level\are you free today\5\free (3) 16.jpg,are you free today
D:\ISL_CSLRT_Corpus\Frames_Sentence_Level\are you free today\5\free (3) 17.jpg,are you free today
D:\ISL_CSLRT_Corpus\Frames_Sentence_Level\are you free today\5\free (3) 18.jpg,are you free today
D:\ISL_CSLRT_Corpus\Frames_Sentence_Level\are you free today\5\free (3) 19.jpg,are you free today
D:\ISL_CSLRT_Corpus\Frames_Sentence_Level\are you free today\5\free (3) 20.jpg,are you free today
D:\ISL_CSLRT_Corpus\Frames_Sentence_Level\are you free today\5\free (3) 21.jpg,are you free today
D:\ISL_CSLRT_Corpus\Frames_Sentence_Level\are you free today\5\free (3) 22.jpg,are you free today
D:\ISL_CSLRT_Corpus\Frames_Sentence_Level\are you free today\5\free (3) 23.jpg,are you free today
D:\ISL_CSLRT_Corpus\Frames_Sentence_Level\are you free today\5\free (3) 24.jpg,are you free today
D:\ISL_CSLRT_Corpus\Frames_Sentence_Level\are you free today\5\free (3) 25.jpg,are you free today
D:\ISL_CSLRT_Corpus\Frames_Sentence_Level\are you free today\5\free (3) 26.jpg,are you free today
D:\ISL_CSLRT_Corpus\Frames_Sentence_Level\are you free today\5\free (3) 27.jpg,are you free today
D:\ISL_CSLRT_Corpus\Frames_Sentence_Level\are you free today\5\free (3) 28.jpg,are you free today
D:\ISL_CSLRT_Corpus\Frames_Sentence_Level\are you free today\5\free (3) 29.jpg,are you free today
D:\ISL_CSLRT_Corpus\Frames_Sentence_Level\are you free today\5\free (3) 30.jpg,are you free today
D:\ISL_CSLRT_Corpus\Frames_Sentence_Level\are you free today\5\free (3) 31.jpg,are you free today
D:\ISL_CSLRT_Corpus\Frames_Sentence_Level\are you free today\5\free (3) 32.jpg,are you free today
D:\ISL_CSLRT_Corpus\Frames_Sentence_Level\are you free today\5\free (3) 33.jpg,are you free today
D:\ISL_CSLRT_Corpus\Frames_Sentence_Level\are you free today\5\free (3) 34.jpg,are you free today
D:\ISL_CSLRT_Corpus\Frames_Sentence_Level\are you free today\5\free (3) 35.jpg,are you free today
D:\ISL_CSLRT_Corpus\Frames_Sentence_Level\are you free today\5\free (3) 36.jpg,are you free today
D:\ISL_CSLRT_Corpus\Frames_Sentence_Level\are you free today\5\free (3) 37.jpg,are you free today
D:\ISL_CSLRT_Corpus\Frames_Sentence_Level\are you free today\5\free (3) 38.jpg,are you free today
D:\ISL_CSLRT_Corpus\Frames_Sentence_Level\are you free today\5\free (3) 39.jpg,are you free today
D:\ISL_CSLRT_Corpus\Frames_Sentence_Level\are you free today\5\free (3) 40.jpg,are you free today
D:\ISL_CSLRT_Corpus\Frames_Sentence_Level\are you free today\5\Thumbs.db,are you free today
D:\ISL_CSLRT_Corpus\Frames_Sentence_Level\are you free today\6\free (4) 01.jpg,are you free today
D:\ISL_CSLRT_Corpus\Frames_Sentence_Level\are you free today\6\free (4) 02.jpg,are you free today
D:\ISL_CSLRT_Corpus\Frames_Sentence_Level\are you free today\6\free (4) 03.jpg,are you free today
D:\ISL_CSLRT_Corpus\Frames_Sentence_Level\are you free today\6\free (4) 04.jpg,are you free today
D:\ISL_CSLRT_Corpus\Frames_Sentence_Level\are you free today\6\free (4) 05.jpg,are you free today
D:\ISL_CSLRT_Corpus\Frames_Sentence_Level\are you free today\6\free (4) 06.jpg,are you free today
D:\ISL_CSLRT_Corpus\Frames_Sentence_Level\are you free today\6\free (4) 07.jpg,are you free today
D:\ISL_CSLRT_Corpus\Frames_Sentence_Level\are you free today\6\free (4) 08.jpg,are you free today
D:\ISL_CSLRT_Corpus\Frames_Sentence_Level\are you free today\6\free (4) 09.jpg,are you free today
D:\ISL_CSLRT_Corpus\Frames_Sentence_Level\are you free today\6\free (4) 10.jpg,are you free today
D:\ISL_CSLRT_Corpus\Frames_Sentence_Level\are you free today\6\free (4) 11.jpg,are you free today
D:\ISL_CSLRT_Corpus\Frames_Sentence_Level\are you free today\6\free (4) 12.jpg,are you free today
D:\ISL_CSLRT_Corpus\Frames_Sentence_Level\are you free today\6\free (4) 13.jpg,are you free today
D:\ISL_CSLRT_Corpus\Frames_Sentence_Level\are you free today\6\free (4) 14.jpg,are you free today
D:\ISL_CSLRT_Corpus\Frames_Sentence_Level\are you free today\6\free (4) 15.jpg,are you free today
D:\ISL_CSLRT_Corpus\Frames_Sentence_Level\are you free today\6\free (4) 16.jpg,are you free today
D:\ISL_CSLRT_Corpus\Frames_Sentence_Level\are you free today\6\free (4) 17.jpg,are you free today
D:\ISL_CSLRT_Corpus\Frames_Sentence_Level\are you free today\6\free (4) 18.jpg,are you free today
D:\ISL_CSLRT_Corpus\Frames_Sentence_Level\are you free today\6\free (4) 19.jpg,are you free today
D:\ISL_CSLRT_Corpus\Frames_Sentence_Level\are you free today\6\free (4) 20.jpg,are you free today
D:\ISL_CSLRT_Corpus\Frames_Sentence_Level\are you free today\6\free (4) 21.jpg,are you free today
D:\ISL_CSLRT_Corpus\Frames_Sentence_Level\are you free today\6\free (4) 22.jpg,are you free today
D:\ISL_CSLRT_Corpus\Frames_Sentence_Level\are you free today\6\free (4) 23.jpg,are you free today
D:\ISL_CSLRT_Corpus\Frames_Sentence_Level\are you free today\6\free (4) 24.jpg,are you free today
D:\ISL_CSLRT_Corpus\Frames_Sentence_Level\are you free today\6\free (4) 25.jpg,are you free today
D:\ISL_CSLRT_Corpus\Frames_Sentence_Level\are you free today\6\free (4) 26.jpg,are you free today
D:\ISL_CSLRT_Corpus\Frames_Sentence_Level\are you free today\6\free (4) 27.jpg,are you free today
D:\ISL_CSLRT_Corpus\Frames_Sentence_Level\are you free today\6\free (4) 28.jpg,are you free today
D:\ISL_CSLRT_Corpus\Frames_Sentence_Level\are you free today\6\free (4) 29.jpg,are you free today
D:\ISL_CSLRT_Corpus\Frames_Sentence_Level\are you free today\6\free (4) 30.jpg,are you free today
D:\ISL_CSLRT_Corpus\Frames_Sentence_Level\are you free today\6\free (4) 31.jpg,are you free today
D:\ISL_CSLRT_Corpus\Frames_Sentence_Level\are you free today\6\free (4) 32.jpg,are you free today
D:\ISL_CSLRT_Corpus\Frames_Sentence_Level\are you free today\6\free (4) 33.jpg,are you free today
D:\ISL_CSLRT_Corpus\Frames_Sentence_Level\are you free today\6\free (4) 34.jpg,are you free today
D:\ISL_CSLRT_Corpus\Frames_Sentence_Level\are you free today\6\Thumbs.db,are you free today
D:\ISL_CSLRT_Corpus\Frames_Sentence_Level\are you free today\7\free (5) 01.jpg,are you free today
D:\ISL_CSLRT_Corpus\Frames_Sentence_Level\are you free today\7\free (5) 02.jpg,are you free today
D:\ISL_CSLRT_Corpus\Frames_Sentence_Level\are you free today\7\free (5) 03.jpg,are you free today
D:\ISL_CSLRT_Corpus\Frames_Sentence_Level\are you free today\7\free (5) 04.jpg,are you free today
D:\ISL_CSLRT_Corpus\Frames_Sentence_Level\are you free today\7\free (5) 05.jpg,are you free today
D:\ISL_CSLRT_Corpus\Frames_Sentence_Level\are you free today\7\free (5) 06.jpg,are you free today
D:\ISL_CSLRT_Corpus\Frames_Sentence_Level\are you free today\7\free (5) 07.jpg,are you free today
D:\ISL_CSLRT_Corpus\Frames_Sentence_Level\are you free today\7\free (5) 08.jpg,are you free today
D:\ISL_CSLRT_Corpus\Frames_Sentence_Level\are you free today\7\free (5) 09.jpg,are you free today
D:\ISL_CSLRT_Corpus\Frames_Sentence_Level\are you free today\7\free (5) 10.jpg,are you free today
D:\ISL_CSLRT_Corpus\Frames_Sentence_Level\are you free today\7\free (5) 11.jpg,are you free today
D:\ISL_CSLRT_Corpus\Frames_Sentence_Level\are you free today\7\free (5) 12.jpg,are you free today
D:\ISL_CSLRT_Corpus\Frames_Sentence_Level\are you free today\7\free (5) 13.jpg,are you free today
D:\ISL_CSLRT_Corpus\Frames_Sentence_Level\are you free today\7\free (5) 14.jpg,are you free today
D:\ISL_CSLRT_Corpus\Frames_Sentence_Level\are you free today\7\free (5) 15.jpg,are you free today
D:\ISL_CSLRT_Corpus\Frames_Sentence_Level\are you free today\7\free (5) 16.jpg,are you free today
D:\ISL_CSLRT_Corpus\Frames_Sentence_Level\are you free today\7\free (5) 17.jpg,are you free today
D:\ISL_CSLRT_Corpus\Frames_Sentence_Level\are you free today\7\free (5) 18.jpg,are you free today
D:\ISL_CSLRT_Corpus\Frames_Sentence_Level\are you free today\7\free (5) 19.jpg,are you free today
D:\ISL_CSLRT_Corpus\Frames_Sentence_Level\are you free today\7\free (5) 20.jpg,are you free today
D:\ISL_CSLRT_Corpus\Frames_Sentence_Level\are you free today\7\free (5) 21.jpg,are you free today
D:\ISL_CSLRT_Corpus\Frames_Sentence_Level\are you free today\7\free (5) 22.jpg,are you free today
D:\ISL_CSLRT_Corpus\Frames_Sentence_Level\are you free today\7\free (5) 23.jpg,are you free today
D:\ISL_CSLRT_Corpus\Frames_Sentence_Level\are you free today\7\free (5) 24.jpg,are you free today
D:\ISL_CSLRT_Corpus\Frames_Sentence_Level\are you free today\7\free (5) 25.jpg,are you free today
D:\ISL_CSLRT_Corpus\Frames_Sentence_Level\are you free today\7\free (5) 26.jpg,are you free today
D:\ISL_CSLRT_Corpus\Frames_Sentence_Level\are you free today\7\free (5) 27.jpg,are you free today
D:\ISL_CSLRT_Corpus\Frames_Sentence_Level\are you free today\7\free (5) 28.jpg,are you free today
D:\ISL_CSLRT_Corpus\Frames_Sentence_Level\are you free today\7\free (5) 29.jpg,are you free today
D:\ISL_CSLRT_Corpus\Frames_Sentence_Level\are you free today\7\free (5) 30.jpg,are you free today
D:\ISL_CSLRT_Corpus\Frames_Sentence_Level\are you free today\7\free (5) 31.jpg,are you free today
D:\ISL_CSLRT_Corpus\Frames_Sentence_Level\are you free today\7\free (5) 32.jpg,are you free today
D:\ISL_CSLRT_Corpus\Frames_Sentence_Level\are you free today\7\free (5) 33.jpg,are you free today
D:\ISL_CSLRT_Corpus\Frames_Sentence_Level\are you free today\7\free (5) 34.jpg,are you free today
D:\ISL_CSLRT_Corpus\Frames_Sentence_Level\are you free today\7\free (5) 35.jpg,are you free today
D:\ISL_CSLRT_Corpus\Frames_Sentence_Level\are you free today\7\free (5) 36.jpg,are you free today
D:\ISL_CSLRT_Corpus\Frames_Sentence_Level\are you free today\7\free (5) 37.jpg,are you free today
D:\ISL_CSLRT_Corpus\Frames_Sentence_Level\are you free today\7\free (5) 38.jpg,are you free today
D:\ISL_CSLRT_Corpus\Frames_Sentence_Level\are you free today\7\free (5) 39.jpg,are you free today
D:\ISL_CSLRT_Corpus\Frames_Sentence_Level\are you free today\7\free (5) 40.jpg,are you free today
D:\ISL_CSLRT_Corpus\Frames_Sentence_Level\are you free today\7\free (5) 41.jpg,are you free today
D:\ISL_CSLRT_Corpus\Frames_Sentence_Level\are you free today\7\free (5) 42.jpg,are you free today
D:\ISL_CSLRT_Corpus\Frames_Sentence_Level\are you free today\7\free (5) 43.jpg,are you free today
D:\ISL_CSLRT_Corpus\Frames_Sentence_Level\are you free today\7\free (5) 44.jpg,are you free today
D:\ISL_CSLRT_Corpus\Frames_Sentence_Level\are you free today\7\free (5) 45.jpg,are you free today
D:\ISL_CSLRT_Corpus\Frames_Sentence_Level\are you free today\7\free (5) 46.jpg,are you free today
D:\ISL_CSLRT_Corpus\Frames_Sentence_Level\are you free today\7\free (5) 47.jpg,are you free today
D:\ISL_CSLRT_Corpus\Frames_Sentence_Level\are you free today\7\free (5) 48.jpg,are you free today
D:\ISL_CSLRT_Corpus\Frames_Sentence_Level\are you free today\7\Thumbs.db,are you free today
D:\ISL_CSLRT_Corpus\Frames_Sentence_Level\are you hiding something\1\are you hiding something 01.jpg,are you hiding something
D:\ISL_CSLRT_Corpus\Frames_Sentence_Level\are you hiding something\1\are you hiding something 02.jpg,are you hiding something
D:\ISL_CSLRT_Corpus\Frames_Sentence_Level\are you hiding something\1\are you hiding something 03.jpg,are you hiding something
D:\ISL_CSLRT_Corpus\Frames_Sentence_Level\are you hiding something\1\are you hiding something 04.jpg,are you hiding something
D:\ISL_CSLRT_Corpus\Frames_Sentence_Level\are you hiding something\1\are you hiding something 05.jpg,are you hiding something
D:\ISL_CSLRT_Corpus\Frames_Sentence_Level\are you hiding something\1\are you hiding something 06.jpg,are you hiding something
D:\ISL_CSLRT_Corpus\Frames_Sentence_Level\are you hiding something\1\are you hiding something 07.jpg,are you hiding something
D:\ISL_CSLRT_Corpus\Frames_Sentence_Level\are you hiding something\1\are you hiding something 08.jpg,are you hiding something
D:\ISL_CSLRT_Corpus\Frames_Sentence_Level\are you hiding something\1\are you hiding something 09.jpg,are you hiding something
D:\ISL_CSLRT_Corpus\Frames_Sentence_Level\are you hiding something\1\are you hiding something 10.jpg,are you hiding something
D:\ISL_CSLRT_Corpus\Frames_Sentence_Level\are you hiding something\1\are you hiding something 11.jpg,are you hiding something
D:\ISL_CSLRT_Corpus\Frames_Sentence_Level\are you hiding something\1\are you hiding something 12.jpg,are you hiding something
D:\ISL_CSLRT_Corpus\Frames_Sentence_Level\are you hiding something\1\are you hiding something 13.jpg,are you hiding something
D:\ISL_CSLRT_Corpus\Frames_Sentence_Level\are you hiding something\1\are you hiding something 14.jpg,are you hiding something
D:\ISL_CSLRT_Corpus\Frames_Sentence_Level\are you hiding something\1\are you hiding something 15.jpg,are you hiding something
D:\ISL_CSLRT_Corpus\Frames_Sentence_Level\are you hiding something\1\are you hiding something 16.jpg,are you hiding something
D:\ISL_CSLRT_Corpus\Frames_Sentence_Level\are you hiding something\1\are you hiding something 17.jpg,are you hiding something
D:\ISL_CSLRT_Corpus\Frames_Sentence_Level\are you hiding something\1\are you hiding something 18.jpg,are you hiding something
D:\ISL_CSLRT_Corpus\Frames_Sentence_Level\are you hiding something\1\are you hiding something 19.jpg,are you hiding something
D:\ISL_CSLRT_Corpus\Frames_Sentence_Level\are you hiding something\1\are you hiding something 20.jpg,are you hiding something
D:\ISL_CSLRT_Corpus\Frames_Sentence_Level\are you hiding something\1\are you hiding something 21.jpg,are you hiding something
D:\ISL_CSLRT_Corpus\Frames_Sentence_Level\are you hiding something\1\are you hiding something 22.jpg,are you hiding something
D:\ISL_CSLRT_Corpus\Frames_Sentence_Level\are you hiding something\1\Thumbs.db,are you hiding something
D:\ISL_CSLRT_Corpus\Frames_Sentence_Level\are you hiding something\2\are you hiding something (2) 01.jpg,are you hiding something
D:\ISL_CSLRT_Corpus\Frames_Sentence_Level\are you hiding something\2\are you hiding something (2) 02.jpg,are you hiding something
D:\ISL_CSLRT_Corpus\Frames_Sentence_Level\are you hiding something\2\are you hiding something (2) 03.jpg,are you hiding something
